id,fr
Holsbeek_title,NA
Honnelles_title,NA
HoofdstedelijkGewest_title,Région de la capitale
Hooglede_title,NA
Hoogstraten_title,NA
Horebeke_title,NA
Hotton_title,NA
Houffalize_title,NA
Houthalen-Helchteren_title,NA
Houthulst_title,NA
Houyet_title,NA
Hove_title,Hoves
Huldenberg_title,NA
Hulshout_title,NA
IE_title,nid inactif/vide
Ichtegem_title,NA
Ieper_title,Ypres
Incourt_title,NA
Ingelmunster_title,NA
Itter_title,Ittre
Izegem_title,NA
Jabbeke_title,NA
Jalhay_title,NA
Jemeppe-Sur-Sambre_title,NA
Jette_title,NA
Juprelle_title,NA
Jurbeke_title,Jurbise
Kalmthout_title,NA
Kampenhout_title,NA
Kapelle-Op-Den-Bos_title,Capelle-au-Bois
Kapellen_title,NA
Kaprijke_title,NA
Kasteelbrakel_title,Braine-le-Château
Kasterlee_title,NA
Keerbergen_title,NA
Kelmis_title,La Calamine
Kinrooi_title,NA
Kluisbergen_title,NA
Knesselare_title,NA
Knokke-Heist_title,NA
Koekelare_title,NA
Koekelberg_title,NA
Koksijde_title,NA
Komen-Waasten_title,Comines-Warneton
Kontich_title,NA
Kortemark_title,NA
Kortenaken_title,NA
Kortenberg_title,NA
Kortessem_title,NA
Kortrijk_title,Courtrai
Kraainem_title,NA
Kruibeke_title,NA
Kruishoutem_title,NA
Kuurne_title,NA
La Bruyere_title,NA
La Louviere_title,NA
La Roche-En-Ardenne_title,NA
Laakdal_title,NA
Laarne_title,NA
Lanaken_title,NA
Landen_title,NA
Langemark-Poelkapelle_title,NA
Lasne_title,NA
Le Roeulx_title,NA
Lebbeke_title,NA
Lede_title,NA
Ledegem_title,NA
Leglise_title,NA
Lendelede_title,NA
Lennik_title,NA
Lens_title,NA
Leopoldsburg_title,Bourg-Léopold
Les Bons Villers_title,NA
Lessen_title,Lessines
Leuven_title,Louvain
Leuze-En-Hainaut_title,NA
Libin_title,NA
Libramont-Chevigny_title,NA
Lichtervelde_title,NA
Liedekerke_title,NA
Lier_title,Lierre
Lierde_title,NA
Lierneux_title,NA
Lijsem_title,Lincent
Lille_title,NA
Limburg_title,Limbourg
Linkebeek_title,NA
Lint_title,NA
Linter_title,NA
Lo-Reninge_title,NA
Lobbes_title,NA
Lochristi_title,NA
Lokeren_title,NA
Lommel_title,NA
Londerzeel_title,NA
Lontzen_title,NA
Lovendegem_title,NA
Lubbeek_title,NA
Luik_title,Liège
Lummen_title,NA
Luxemburg_title,Luxembourg
MICA_dashboard_description,"Ce tableau de bord interactif présente des données sur le rat musqué (<i>Ondatra zibethicus</i>) et le ragondin (<i>Myocastor coypus</i>). Développé dans le cadre du projet européen LIFE MICA, il cartographie les observations et les données de capture recueillies en Belgique, aux Pays-Bas et en Allemagne afin de soutenir la gestion de ces espèces invasives. Les utilisateurs peuvent explorer les données au moyen de cartes interactives, de graphiques et de tableaux."
MICA_dashboard_title,MICA dashboard
Maarkedal_title,NA
Maaseik_title,NA
Maasmechelen_title,NA
Machelen_title,NA
Maldegem_title,NA
Malle_title,NA
Malmedy_title,NA
Manage_title,NA
Manhay_title,NA
Manual of Alien Plants_title,Manual of Alien Plants
Marche-En-Famenne_title,NA
Marchin_title,NA
Martelange_title,NA
Mechelen_title,Malines
Meerhout_title,NA
Meeuwen-Gruitrode_title,NA
Meise_title,NA
Meix-Devant-Virton_title,NA
Melanesia_title,Mélanésie
Melle_title,NA
Menen_title,Menin
Merbes-Le-Chateau_title,NA
Merchtem_title,NA
Merelbeke_title,NA
Merksplas_title,NA
Mesen_title,Messines
Messancy_title,NA
Mettet_title,NA
Meulebeke_title,NA
Micronesia_title,Micronésie
Middelkerke_title,NA
Middle Africa_title,Afrique centrale
Modave_title,NA
Moerbeke_title,NA
Moeskroen_title,Mouscron
Mol_title,NA
Momignies_title,NA
Mont-De-L'enclus_title,NA
Mont-Saint-Guibert_title,NA
Montigny-Le-Tilleul_title,NA
Moorslede_title,NA
Morlanwelz_title,NA
Mortsel_title,NA
Musson_title,NA
NA_title,NA
Namen_title,Namur
Nandrin_title,NA
Nassogne_title,NA
Natuurpunt_title,Natuurpunt
Nazareth_title,NA
Neerpelt_title,NA
Neufchateau_title,NA
Neupre_title,NA
Nevele_title,NA
Niel_title,NA
Nieuwerkerken_title,NA
Nieuwpoort_title,Nieuport
Nijlen_title,NA
Nijvel_title,Nivelles
Ninove_title,NA
Non-union list_title,pas listé (liste de l'Union)
Northern Africa_title,Afrique du Nord
Northern America_title,Amérique du Nord
Oceania_title,Océanie
Oerle_title,Oreye
Ohey_title,NA
Olen_title,NA
Olne_title,NA
Onhaye_title,NA
Oost-Vlaanderen_title,Flandre-Orientale
Oostende_title,Ostende
Oosterzele_title,NA
Oostkamp_title,NA
Oostrozebeke_title,NA
Opglabbeek_title,NA
Opwijk_title,NA
Opzullik_title,Silly
Orp-Jauche_title,NA
Ottignies-Louvain-La-Neu_title,NA
Oud-Heverlee_title,NA
Oud-Turnhout_title,NA
Oudenaarde_title,Audenarde
Oudenburg_title,NA
Oudergem_title,Auderghem
Ouffet_title,NA
Oupeye_title,NA
Overijse_title,NA
Overpelt_title,NA
Paliseul_title,NA
Pecq_title,NA
Peer_title,NA
Pepingen_title,NA
Pepinster_title,NA
Period_title,Période
Peruwelz_title,NA
Perwijs_title,Perwez
Philippeville_title,NA
Pittem_title,NA
Plombieres_title,NA
Pont-A-Celles_title,NA
Poperinge_title,NA
Profondeville_title,NA
Putte_title,NA
Puurs_title,NA
Quaregnon_title,NA
Quevy_title,NA
Quievrain_title,NA
RINSE1_title,RINSE1
RINSE2_title,RINSE2
RadIUS_dashboard_description,"Ce tableau de bord interactif a été développé dans le cadre du projet RadIUS et cartographie la présence de différentes espèces exotiques envahissantes dans les espaces naturels de Flandre. L’analyse porte sur 79 espèces envahissantes et différents types de territoires naturels, par exemple les habitats Natura 2000, le patrimoine de l’ANB et les programmes de protection des espèces. Le tableau de bord rassemble les résultats et offre aux acteurs un outil pratique pour définir les priorités de gestion."
RadIUS_dashboard_title,RadIUS dashboard
Raeren_title,NA
Ramillies_title,NA
Ranst_title,NA
Ravels_title,NA
Rebecq_title,NA
Remicourt_title,NA
Rendeux_title,NA
Retie_title,NA
Riemst_title,NA
Rijkevorsel_title,NA
Rixensart_title,NA
Rochefort_title,NA
Roeselare_title,Roulers
Ronse_title,Renaix
Roosdaal_title,NA
Rotselaar_title,NA
Rouvroy_title,NA
Ruiselede_title,NA
Rumes_title,NA
Rumst_title,NA
SSP1-2.6_title,SSP1-2.6
SSP3-7.0_title,SSP3-7.0
SSP5-8.5_title,SSP5-8.5
Saint-Georges-Sur-Meuse_title,NA
Saint-Ghislain_title,NA
Saint-Hubert_title,NA
Saint-Leger_title,NA
Saint-Nicolas_title,NA
Sainte-Ode_title,NA
Sambreville_title,NA
Sankt Vith_title,Saint-Vith
Scenario_title,Scénario
Schaarbeek_title,Schaerbeek
Schelle_title,NA
Scherpenheuvel-Zichem_title,Montaigu-Zichem
Schilde_title,NA
Schoten_title,NA
Seneffe_title,NA
Seraing_title,NA
Sint-Agatha-Berchem_title,Berchem-Sainte-Agathe
Sint-Amands_title,Saint-Amand
Sint-Genesius-Rode_title,Rhode-Saint-Genèse
Sint-Gillis-Waas_title,Saint-Gilles-Waes
Sint-Gillis_title,Saint-Gilles
Sint-Jans-Molenbeek_title,Molenbeek-Saint-Jean
Sint-Joost-Ten-Node_title,Saint-Josse-ten-Noode
Sint-Katelijne-Waver_title,Wavre-Sainte-Cathérine
Sint-Lambrechts-Woluwe_title,Woluwe-Saint-Lambert
Sint-Laureins_title,NA
Sint-Lievens-Houtem_title,Hautem-Saint-Liévin
Sint-Martens-Latem_title,Laethem-Saint-Martin
Sint-Niklaas_title,Saint-Nicolas
Sint-Pieters-Leeuw_title,Leeuw-Saint-Pierre
Sint-Pieters-Woluwe_title,Woluwe-Saint-Pierre
Sint-Truiden_title,Saint-Trond
Sivry-Rance_title,NA
Sombreffe_title,NA
Somme-Leuze_title,NA
Soumagne_title,NA
South America_title,Amérique du Sud
Southeastern Asia_title,Asie du sud est
Southern Africa_title,Afrique du Sud
Southern Asia_title,Asie du sud
Southern Europe_title,Europe du Sud
Spa_title,NA
Spiere-Helkijn_title,Espierres-Helchin
Sprimont_title,NA
Stabroek_title,NA
Staden_title,NA
Stavelot_title,NA
Steenokkerzeel_title,NA
Stekene_title,NA
Stoumont_title,NA
Tellin_title,NA
Temse_title,Tamise
Tenneville_title,NA
Terhulpen_title,La Hulpe
Ternat_title,NA
Tervuren_title,NA
Tessenderlo_title,NA
Theux_title,NA
Thimister-Clermont_title,NA
Thuin_title,NA
Tielt-Winge_title,NA
Tielt_title,NA
Tienen_title,Tirlemont
Tinlot_title,NA
Tintigny_title,NA
Tongeren_title,Tongres
Torhout_title,NA
Tremelo_title,NA
Trois-Ponts_title,NA
Trooz_title,NA
Tubeke_title,Tubize
Turnhout_title,NA
UK_title,Inconnu
Ukkel_title,Uccle
Union list_title,liste de l’Union
Vaux-Sur-Sure_title,NA
Verlaine_title,NA
Verviers_title,NA
Vespawatch_title,Vespawatch
Veurne_title,Furnes
Vielsalm_title,NA
Villers-La-Ville_title,NA
Villers-Le-Bouillet_title,NA
Vilvoorde_title,Vilvorde
Viroinval_title,NA
Virton_title,NA
Vlaams-Brabant_title,Brabant flamand
Vleteren_title,NA
Vloesberg_title,Flobecq
Voeren_title,Fourons
Vorselaar_title,NA
Vorst_title,Forest
Vosselaar_title,NA
Vresse-Sur-Semois_title,NA
WRiMS_title,WRiMS
Waals-Brabant_title,Brabant wallon
Waarschoot_title,NA
Waasmunster_title,NA
Wachtebeke_title,NA
Walcourt_title,NA
Walhain_title,NA
Wanze_title,NA
Waregem_title,NA
Wasseiges_title,NA
Waterloo_title,NA
Watermaal-Bosvoorde_title,Watermael-Boitsfort
Waver_title,Wavre
Weismes_title,Waimes
Welkenraedt_title,NA
Wellen_title,NA
Wellin_title,NA
Wemmel_title,NA
Wervik_title,NA
West-Vlaanderen_title,Flandre-Occidentale
Westerlo_title,NA
Western Africa_title,Afrique de l'Ouest
Western Asia_title,Asie occidentale
Western Europe_title,Europe de l'Ouest
Wetteren_title,NA
Wevelgem_title,NA
Wezembeek-Oppem_title,NA
Wezet_title,Visé
Wichelen_title,NA
Wielsbeke_title,NA
Wijnegem_title,NA
Willebroek_title,NA
Wingene_title,NA
Wommelgem_title,NA
Wortegem-Petegem_title,NA
Wuustwezel_title,NA
Yvoir_title,NA
Zandhoven_title,NA
Zaventem_title,NA
Zedelgem_title,NA
Zele_title,NA
Zelzate_title,NA
Zemst_title,NA
Zingem_title,NA
Zinnik_title,Soignies
Zoersel_title,NA
Zomergem_title,NA
Zonhoven_title,NA
Zonnebeke_title,NA
Zottegem_title,NA
Zoutleeuw_title,Léau
Zuienkerke_title,NA
Zulte_title,NA
Zutendaal_title,NA
Zwalm_title,NA
Zwevegem_title,NA
Zwijndrecht_title,NA
absolute_title,absolut
allDoe_title,Tous les degrés d'établi
allHabitats_title,Tous les habitats
allNativeRanges_title,Toutes les aires d'origine
allNative_title,Tous les continents d'origine
allPathwaySubCategories_title,Toutes les voies d'introduction (sous-catégories)
allPathways_title,Toutes les voies d'introduction (catégories)
allRegions_title,Toutes les régions
allSources_title,Toutes sources
allTaxa_title,Tous les taxons
allUnion_title,Espèces de la liste de l'Union et non
allYears_title,Toutes les années
all_out_title,"Le portail contient des donnéés sur les observations, les indicateurs, la gestion, et (pour les espèces de la liste de l'Union) les rapports."
all_title,Tout
andMissing_title,et manquant
and_title,et
apply_gamObservations_description,"<p>Modèle Additif Généralisé (MAG) basé sur le nombre d'observations d'une espèce.</p> <p>Les points noirs représentent le nombre d'observations de l'espèce par année. La ligne de tendance montre le GAM basé sur les observations. Les couleurs indiquent le statut d'émergence pour une année donnée. Les pointes <b style=""color: green;"">verts</b> indiquent que l'espèce n'est pas émergente, <b style=""color: orange;"">orange</b> que l'espèce est potentiellement émergente, <b style=""color: red;"">rouge</b> que l'espèce est émergente, et <b style=""color: grey;"">gris</b> que le modèle est non concluant.</p> <p>Ce modèle peut être corrigé en fonction du biais d'observateur<sup>1</sup> et peut être spécifiquement appliqué aux zones protégées Natura2000<sup>2</sup>.</p> <p><i><sup>1</sup>Le nombre d'observations est corrigé par rapport au nombre d'observations de la classe de l'espèce (par exemple dans le cas de Cyperus eragrostis (<a href=""https://www.gbif.org/species/2715482"" target = ""_blank"">2715482</a>), les observations d'autres Liliopsida (<a href=""https://www.gbif.org/species/196"" target = ""_blank"">196</a>) sont prises en compte).</i></br><i><sup>2</sup>Seules les observations dont la cellule de grille de 1x1km chevauche une zone Natura2000 sont prises en compte. Chaque observation se voit attribuer une cellule de grille aléatoire basée sur la précision de la localisation rapportée. Par conséquent, le résultat du GAM pour Natura2000 peut donner des résultats légèrement différents après une mise à jour.</i> </p>Pour plus d'informations concernant la méthode utilisée, veuillez consulter <a href=""https://trias-project.github.io/indicators/07_occurrence_indicators_modelling.html"" target = ""_blank"">la documentation des indicateurs TrIAS</a>."
apply_gamObservations_title,Statut d'émergence (MAG) - Nombre d'observations modélisées
apply_gamOccupancy_description,"<p>Modèle Additif Généralisé (MAG) basé sur la surface occupée par une espèce.</p> 
<p>Ce modèle est basé sur les <a href=""https://doi.org/10.5281/zenodo.3632749"" target=""_blank"">Cubes d’occurrence pour les taxons non indigènes en Belgique et en Europe.</a></p> 
<p>Les points noirs représentent le nombre de cellules de grille occupées par l’espèce chaque année. La ligne de tendance montre le GAM basé sur le degré d’occupation. Les couleurs indiquent le statut d’émergence pour une année spécifique. Les points <b style=""color: green;"">verts</b> indiquent que l’espèce n’est pas émergente, les points <b style=""color: orange;"">oranges</b> indiquent que l’espèce est potentiellement émergente, les points <b style=""color: red;"">rouges</b> indiquent que l’espèce est émergente, et les points <b style=""color: grey;"">gris</b> indiquent que le modèle est inconclusif.</p> 
<p>Ce modèle peut être corrigé en fonction du biais des observateurs<sup>1</sup> et de l’occurrence dans les zones protégées Natura2000<sup>2</sup>.</p> <p><i><sup>1</sup>Le nombre d’observations est corrigé par rapport au nombre d’observations de la classe de l’espèce, par exemple, dans le cas de Cyperus eragrostis (<a href=""https://www.gbif.org/species/2715482"" target = ""_blank"">2715482</a>), les observations d’autres Liliopsida (<a href=""https://www.gbif.org/species/196"" target = ""_blank"">196</a>) sont prises en compte.</i></br> <i><sup>2</sup>Seules les observations dont la cellule de grille 1x1 km chevauche une zone Natura2000 sont prises en compte. Chaque observation est assignée à une cellule de grille aléatoire en fonction de la précision du rapport. Par conséquent, les résultats du GAM pour Natura2000 peuvent légèrement différer après une mise à jour.</i></p> 
<p>Pour plus d’informations sur la méthode utilisée, veuillez consulter les <a href=""https://trias-project.github.io/indicators/07_occurrence_indicators_modelling.html"" target = ""_blank"">indicateurs TrIAS</a></p>"
apply_gamOccupancy_title,Statut d'émergence (MAG) - Surface occupée modélisée
barplotLenteNesten_description,Le nombre de nids signalés sur vespawatch.be entre le 1er janvier et le 19 mai
barplotLenteNesten_title,Nids de printemps
baseline_title,Base
behandeld_title,traité
binConfirm_title,NA
binType_title,Types de groupes
bottom_title,en bas
bottomleft_title,En bas à gauche
bottomright_title,En bas à droite
break_title,Valeur seuil
brussels_title,Région de Bruxelles-Capitale
captive_title,en captivité
casual_title,sporadique
checklist-welcome_description,"Sur cette page, vous trouverez des tableaux et des graphiques basés sur la <a href= ""https://www.gbif.org/dataset/6d9e952f-948c-4483-9807-575348147c7e"" target=""_blank""> checklist GRIIS de Belgique</a>."
checklist-welcome_title,Indicateurs checklist
checklist_indicators_title,Indicateurs checklist
class_title,classe
colonizing_title,coloniser
colors_text_title,La couleur de ces icônes indique les données disponibles sur le portail des espèces exotiques pour l’espèce concernée:
colors_title,Couleur de l'icône
combineRegions_title,Combinez toutes les régions sélectionnées dans le graphique de tendance
communes_title,communes
confHigh_title,grande confiance
confLow_title,faible confiance
confMap_title,Carte de confiance du risque prévu
confirmLanguageChange_description,Voulez-vous vraiment changer la langue de l'application? Cela entraînera la perte des paramètres des graphiques et des tableaux.
confirmLanguageChange_title,Changer de langue
contactApp_title,Signalez un problème avec l'application
contactMissing_title,Signalez les données manquantes
contaminant_animal_parasite_title,Parasites des animaux (y compris les espèces transportées par un hôte/vecteur)
contaminant_bait_title,Appâts contaminés
contaminant_food_title,Contaminant alimentaire (y compris d’aliments vivants)
contaminant_habitat_material_title,"Transport de matériel constituant un habitat (sol, végétation, etc.)"
contaminant_nursery_title,Contaminant de matériel de pépinière
contaminant_on_animals_title,"Contaminants des animaux (hormis les parasites, espèces transportées par un hôte/vecteur)"
contaminant_on_plants_title,"Contaminants des végétaux (hormis les parasites, espèces transportées par un hôte/vecteur)"
contaminant_plant_parasite_title,Parasites des végétaux (y compris les espèces transportées par un hôte/vecteur)
contaminant_seed_title,Contaminants des graines
contaminant_timber_title,Commerce du bois
contaminant_title,TRANSPORT - contaminant
contaminant_unknown_title,Contaminant (non spécifié)
contents_title,Table des matières
correctBias_title,Corrigé pour biais d'observateurs
corridor_land_title,Tunnels et ponts
corridor_title,COULOIR
corridor_unknown_title,Couloir (non spécifié)
corridor_water_title,Cours d’eau / bassins / mers reliés entre eux
countNesten_description,Le nombre de nids signalés sur vespawatch.be par province. </br><em>Dates disponibles jusqu'à {{maxDate}}<em>
countNesten_title,Nombre de nids par province (figure)
countOccupancy_description,"<I>ATTENTION : Graphique indépendant des filtres sélectionnés ci-dessus.</I>
<br><br>
Ce graphique affiche le tendance d'occupation (c.-à-d. le pourcentage de cellules de 10 km<sup>2</sup> occupées) en Flandre pour toutes les espèces incluses dans 
<a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:02016R1141-20220802&from=EN"" target=""_blank""> la liste des espèces d'intérêt de l'Union</a>. 
Pour chaque espèce, l'occupation au moment de son inclusion dans la liste de l'Union est indiquée en 
<span style=""color: #4f7c9bff;"">bleu</span> (Base), tandis que l'occupation pendant la période de rapport triennal la plus récente est représentée en 
<span style=""color: #e87837ff;"">orange</span> (Rapport)."
countOccupancy_title,Tendance d'occupation des espèces de la liste de l'Union en Flandre
countOccurrence_yLabel_description,NA
countOccurrence_yLabel_title,Répartition (nombre de carrés de 1 x 1 km)
count_title,nombre
cpue_title,prise par unité d'effort
createReport_title,Créer un rapport
culling - shooting_title,abbatage
cultivated_title,cultivé
cumsum_title,nombre cumulé
cumulative_title,nombre cumulé
degree_of_establishment_title,degré d'établissement
diffHigh_title,différence de risque élevée
diffLow_title,faible différence de risque
diffMap_title,Carte de différence de risque entre le scénario climatique RCP et les données climatiques historiques
difference_title,Différence
disclaimerVespa_title,"L'espèce n'est actuellement pas active. Lorsque vous observez un individu, il peut s'agir d'une reine hivernante, ce qui n'indique pas d'activité de nidification."
downloadData_title,Télécharger les données
downloadGraph_title,Télécharger le graphique
downloadMap_title,Télécharger la carte
endYear_title,Année de fin
entireRegion_title,L'ensemble du territoire
escape_agriculture_title,Agriculture (y compris les cultures énergétiques)
escape_aquaculture_title,Aquaculture/mariculture
escape_farm_title,Animaux d’élevage (y compris les animaux soumis à un contrôle limité)
escape_food_bait_title,Aliments et appâts vivants
escape_forestry_title,Sylviculture (y compris le reboisement)
escape_fur_farm_title,Exploitations de production de fourrure
escape_horticulture_title,Horticulture
escape_ornamental_title,Fins ornementales hors horticulture
escape_other_title,Autres fuites de zones de confinement
escape_pet_title,Animaux de compagnie/espèces d’aquarium/terrarium (y compris les aliments vivants issus de ces espèces)
escape_research_title,Recherche et reproduction d’animaux ex-situ (dans des installations)
escape_title,ÉCHAPPEMENT de confinement
escape_unknown_title,Fuite (non spécifié)
escape_zoo_title,Jardins botaniques/zoologiques/aquariums (hors aquariums privés)
established_title,établi
examples_title,exemples
extinct_title,éteint
failing_title,échouant
family_title,famille
faq_title,FAQ
female_title,femelle
first_observed_title,année de première observation
flanders_title,Flandre
freshwater_title,eau douce
gam_0_title,ne émerge pas
gam_1_title,pas clair
gam_2_title,potentiellement émergent
gam_3_title,émergent
gbifLink_title,ID taxonomique GBIF (taxonkey)
gender_title,Sexe
get_table_pathways_description,"Ce tableau montre le nombre d'espèces introduites et (au maximum) cinq exemples par catégorie de voie d'introduction et ses sous-catégories correspondantes, comme spécifié dans <a href='https://www.cbd.int/doc/c/9d85/3bc5/d640f059d03acd717602cd76/sbstta-22-inf-09-en.pdf' target='_blank'>les catégories CBD</a>."
get_table_pathways_title,Nombre d'espèces introduites par voie d'introduction
gewest_title,région
graph_title,Figure
group_title,groupe
habitat_title,habitat
habitats_title,Habitats
hideGlobe_title,Masquer la carte
icons_title,Icônes
images_title,Images
includeMissing_title,y compris manquant
incomplete_out_title,Sortie incomplète
