key	nubKey	canonicalName	first_observed	last_observed	class	kingdom
152544428	1420857	Parthenothrips dracaenae	2018	2023	Insecta	Animalia
152544412	1422818	Pseudagrion microcephalum	2011	2012	Insecta	Animalia
152544407	1423286	Ischnura senegalensis	2021	2021	Insecta	Animalia
182134330	1548900	Dohrniphora cornuta	2005	2005	Insecta	Animalia
213214411	1623077	Tephritis carmen	1979	1979	Insecta	Animalia
213213773	1683815	Rhacocleis annulata	2021	2025	Insecta	Animalia
152544350	1719204	Gryllomorpha dalmatina	2021	2025	Insecta	Animalia
159748278	1728965	Tachycines asynamorus	2018	2023	Insecta	Animalia
213213908	1795068	Thysanoplusia orichalcea	2021	2021	Insecta	Animalia
213213914	1873903	Cadra figulilella	2020	2024	Insecta	Animalia
213213926	1886729	Maruca vitrata	1990	1990	Insecta	Animalia
213213928	1891245	Sufetula diminutalis	2020	2024	Insecta	Animalia
213214388	1995681	Blaptica dubia	2020	2025	Insecta	Animalia
213214399	1998083	Ectobius vittiventris	2021	2025	Insecta	Animalia
213214395	1998599	Cariblatta lutea	2020	2025	Insecta	Animalia
213214380	2000152	Periplaneta americana	2020	2025	Insecta	Animalia
213214217	2012132	Trialeurodes vaporariorum	2021	2022	Insecta	Animalia
213214212	2012520	Agonoscena succincta	2021	2021	Insecta	Animalia
213214253	2064632	Acanalonia conica	2021	2025	Insecta	Animalia
213214088	2088481	Unaspis euonymi	2016	2022	Insecta	Animalia
159748101	2110811	Mytilicola intestinalis	1950	1962	Copepoda	Animalia
159748106	2114326	Eurytemora americana	NA	NA	Copepoda	Animalia
159748111	2114446	Acartia tonsa	1952	1996	Copepoda	Animalia
159748091	2115724	Balanus trigonus	NA	NA	Maxillopoda	Animalia
152544238	2138649	Mermessus denticulatus	1997	1997	Arachnida	Animalia
152544229	2140406	Triaeris stenaspis	2018	2018	Arachnida	Animalia
152544246	2141241	Callobius nomeus	2014	2014	Arachnida	Animalia
152544257	2145078	Macrothele calpeiana	2008	2014	Arachnida	Animalia
152544253	2148040	Thanatus vulgaris	1999	1999	Arachnida	Animalia
152544205	2149761	Micropholcus fauroti	2001	2004	Arachnida	Animalia
152544202	2149847	Spermophora senoculata	1998	1998	Arachnida	Animalia
152544212	2149992	Pholcus opilionoides	2003	2006	Arachnida	Animalia
152544209	2150043	Crossopriza lyoni	2001	2006	Arachnida	Animalia
152544214	2150089	Artema atlanta	2001	2001	Arachnida	Animalia
213214657	2152793	Cupiennius getazi	1991	1991	Arachnida	Animalia
152544221	2152822	Phoneutria nigriventer	1986	1987	Arachnida	Animalia
152544182	2153712	Grammostola rosea	2008	2008	Arachnida	Animalia
152544186	2153759	Phormictopus cancerides	2008	2008	Arachnida	Animalia
152544188	2153791	Chaetopelma olivaceum	2011	2011	Arachnida	Animalia
152544194	2155557	Selenops radiatus	2004	2004	Arachnida	Animalia
152544145	2155807	Euryopis episinoides	2002	2002	Arachnida	Animalia
152544161	2157335	Hadrotarsus ornatus	1999	1999	Arachnida	Animalia
152544167	2157928	Latrodectus hasselti	1999	1999	Arachnida	Animalia
152544170	2157942	Latrodectus hesperus	2013	2013	Arachnida	Animalia
152544168	2157944	Latrodectus geometricus	2006	2006	Arachnida	Animalia
152544165	2157949	Latrodectus mactans	1967	2017	Arachnida	Animalia
152544141	2157984	Nesticodes rufipes	2004	2004	Arachnida	Animalia
152544093	2158821	Neoscona nautica	2001	2001	Arachnida	Animalia
152544085	2161467	Cerbalus	2000	2000	Arachnida	Animalia
152544080	2161710	Heteropoda venatoria	1999	2016	Arachnida	Animalia
152544084	2161911	Nolavia	2016	2016	Arachnida	Animalia
152544070	2162464	Uroctea durandi	2018	2018	Arachnida	Animalia
152544131	2164194	Cheiracanthium furculatum	2013	2024	Arachnida	Animalia
152544118	2171214	Plexippus paykulli	2001	2024	Arachnida	Animalia
152544122	2172103	Heliophanus kochii	2006	2020	Arachnida	Animalia
152544112	2172282	Pellenes geniculatus	2001	2001	Arachnida	Animalia
152544115	2172885	Evarcha jucunda	1995	2024	Arachnida	Animalia
213214732	2173887	Icius subinermis	2013	2017	Arachnida	Animalia
152544105	2176168	Phidippus	2009	2009	Arachnida	Animalia
152543911	2202641	Reductoniscus costulatus	2015	2025	Malacostraca	Animalia
152543907	2202786	Synarmadillo	2015	2018	Malacostraca	Animalia
213214464	2211487	Porcellionides cingendus	2021	2021	Malacostraca	Animalia
182134074	2219149	Grandidierella japonica	2019	2019	Malacostraca	Animalia
182134080	2220417	Neomysis americana	2012	2012	Malacostraca	Animalia
182134007	2223840	Penaeus aztecus	2018	2018	Malacostraca	Animalia
213214578	2225770	Hemigrapsus penicillatus	NA	2007	Malacostraca	Animalia
159747996	2228667	Sinelobus stanfordi	NA	NA	Malacostraca	Animalia
213214646	2234836	Daphnia ambigua	2020	2020	Branchiopoda	Animalia
213213677	2242011	Mycale micracanthoxea	2020	2020	Demospongiae	Animalia
152543820	2284443	Mastophorus	2004	2011	Chromadorea	Animalia
213213655	2285504	Yoldia limatula	2021	2026	Bivalvia	Animalia
152543744	2286079	Crassostrea virginica	1960	2017	Bivalvia	Animalia
152543797	2287668	Mercenaria mercenaria	1933	2022	Bivalvia	Animalia
152543768	2288847	Teredo navalis	1730	1970	Bivalvia	Animalia
152543766	2288859	Psiloteredo megotara	1600	2016	Bivalvia	Animalia
156872873	2292567	Cipangopaludina chinensis	2016	2021	Gastropoda	Animalia
157092291	2294131	Allopeas clavulinum	2003	2003	Gastropoda	Animalia
157092306	2295309	Hawaiia minuscula	2003	2003	Gastropoda	Animalia
157092310	2295425	Zonitoides arboreus	2003	2025	Gastropoda	Animalia
152543656	2296805	Trochoidea elegans	1976	2024	Gastropoda	Animalia
152543699	2308541	Limnodrilus cervix	2009	2016	Clitellata	Animalia
182133944	2308549	Limnodrilus maumeensis	2014	2014	Clitellata	Animalia
152543695	2308605	Potamothrix vejdovskyi	2009	2016	Clitellata	Animalia
159747758	2320810	Boccardia proboscidea	2000	2024	Polychaeta	Animalia
159747756	2320998	Boccardiella hamata	2011	2024	Polychaeta	Animalia
182133960	2321001	Boccardiella ligerica	NA	NA	Polychaeta	Animalia
152543727	2321012	Marenzelleria viridis	1995	2016	Polychaeta	Animalia
152543496	2340977	Ameiurus melas	1892	2023	NA	Animalia
213213119	2350050	Poecilia reticulata	2017	2024	NA	Animalia
152543510	2351064	Coregonus nasus	NA	NA	NA	Animalia
152543513	2351136	Coregonus peled	1978	2017	NA	Animalia
152543512	2351211	Coregonus lavaretus	NA	1998	NA	Animalia
152543517	2351413	Hucho hucho	1954	2017	NA	Animalia
152543540	2360504	Vimba vimba	2001	2017	NA	Animalia
152543535	2367033	Ballerus ballerus	2016	2016	NA	Animalia
213213114	2367913	Misgurnus bipartitus	2019	2019	NA	Animalia
182133615	2367919	Misgurnus anguillicaudatus	2006	2006	NA	Animalia
182133671	2374521	Terapon jarbua	2018	2019	NA	Animalia
152543455	2394563	Micropterus salmoides	1877	2017	NA	Animalia
159747656	2399874	Micropogonias undulatus	1998	2001	NA	Animalia
213213205	2426658	Pelophylax perezi	2005	2005	Amphibia	Animalia
213213247	2431993	Ambystoma tigrinum	1970	1970	Amphibia	Animalia
182133525	2432063	Siren intermedia	2014	2014	Amphibia	Animalia
213212327	2434126	Suricata suricatta	2021	2021	Mammalia	Animalia
152543348	2435451	Sarcophilus harrisii	2007	2018	Mammalia	Animalia
152543358	2436886	Sylvilagus floridanus	1950	2017	Mammalia	Animalia
152543309	2437232	Cynomys ludovicianus	2003	2021	Mammalia	Animalia
152543254	2441122	Ovis ammon	2018	2018	Mammalia	Animalia
182133865	2441454	Testudo hermanni	1935	2021	Testudines	Animalia
182133869	2441533	Centrochelys sulcata	2017	2017	Testudines	Animalia
182133921	2442257	Pelomedusa subrufa	2020	2020	Testudines	Animalia
182133884	2442665	Apalone ferox	2020	2020	Testudines	Animalia
182133907	2443074	Graptemys geographica	2010	2014	Testudines	Animalia
182133892	2443173	Terrapene carolina	2012	2020	Testudines	Animalia
213213129	2443339	Mauremys	2018	2018	Testudines	Animalia
182133875	2443597	Mauremys reevesii	2014	2017	Testudines	Animalia
182133846	2443876	Echis carinatus	2017	2017	Squamata	Animalia
182133832	2444141	Boa	2014	2016	Squamata	Animalia
182133843	2444221	Sistrurus	2011	2011	Squamata	Animalia
182133841	2444339	Vipera aspis	2007	2007	Squamata	Animalia
182133838	2444356	Crotalus atrox	2019	2019	Squamata	Animalia
213212513	2445496	Pachydactylus	2010	2019	Squamata	Animalia
182133852	2447367	Gekko gecko	2010	2012	Squamata	Animalia
182133849	2447418	Phelsuma	2013	2018	Squamata	Animalia
182133751	2453826	Pituophis catenifer	2010	2010	Squamata	Animalia
182133766	2453882	Boaedon	2013	2020	Squamata	Animalia
182133761	2455676	Pantherophis obsoletus	2013	2020	Squamata	Animalia
213212475	2457224	Dolichophis caspius	2021	2021	Squamata	Animalia
182133765	2457378	Rhamphiophis	2015	2015	Squamata	Animalia
213212456	2457522	Thamnophis sirtalis	2021	2022	Squamata	Animalia
213212457	2457577	Thamnophis saurita	1993	1994	Squamata	Animalia
182133776	2457825	Thamnophis	2012	2022	Squamata	Animalia
213212445	2458374	Zamenis situla	2018	2018	Squamata	Animalia
182133754	2458386	Elaphe sauromates	2014	2014	Squamata	Animalia
182133755	2458438	Elaphe schrenckii	2019	2020	Squamata	Animalia
182133763	2458916	Hierophis viridiflavus	1894	2023	Squamata	Animalia
213212540	2459603	Ctenosaura similis	2021	2022	Squamata	Animalia
182133833	2464899	Boa constrictor	2006	2023	Squamata	Animalia
182133789	2465003	Antaresia childreni	2018	2018	Squamata	Animalia
182133787	2465369	Python molurus	2010	2018	Squamata	Animalia
182133805	2465402	Physignathus cocincinus	2012	2015	Squamata	Animalia
182133799	2465641	Pogona vitticeps	2010	2019	Squamata	Animalia
182133800	2465649	Pogona henrylawsoni	2020	2020	Squamata	Animalia
182133806	2466496	Calotes	2018	2022	Squamata	Animalia
182133829	2470376	Naja melanoleuca	2020	2020	Squamata	Animalia
182133818	2470656	Varanus niloticus	2011	2018	Squamata	Animalia
213212412	2473221	Blanus	2021	2021	Squamata	Animalia
159747550	2473421	Lagopus lagopus	1890	1935	Aves	Animalia
213212630	2474045	Alectoris barbara	2021	2021	Aves	Animalia
159747487	2474416	Porphyrio porphyrio	NA	2024	Aves	Animalia
159747497	2474937	Anthropoides paradiseus	2016	2016	Aves	Animalia
213212885	2475235	Tauraco leucotis	2021	2024	Aves	Animalia
159747449	2475373	Coracias abyssinicus	NA	NA	Aves	Animalia
159747442	2475679	Ceryle rudis	NA	NA	Aves	Animalia
213212599	2479027	Lybius dubius	2020	2021	Aves	Animalia
159747388	2479308	Platycercus adscitus	2012	2025	Aves	Animalia
213212893	2479509	Neophema pulchella	2021	2021	Aves	Animalia
159747414	2479550	Agapornis roseicollis	1983	2016	Aves	Animalia
159747416	2479555	Agapornis canus	1985	2020	Aves	Animalia
159747425	2479612	Amazona ochrocephala	2007	2007	Aves	Animalia
213212904	2479694	Trichoglossus moluccanus	2015	2018	Aves	Animalia
213212937	2479720	Barnardius zonarius	2021	2022	Aves	Animalia
213212934	2479804	Pyrrhura molinae	2021	2024	Aves	Animalia
159747422	2479851	Pyrrhura perlata	2017	2017	Aves	Animalia
213212897	2479925	Alisterus scapularis	2020	2024	Aves	Animalia
159747399	2479955	Poicephalus cryptoxanthus	2001	2001	Aves	Animalia
159747407	2480102	Nandayus nenday	2013	2013	Aves	Animalia
213212951	2480317	Charadrius pecuarius	2006	2006	Aves	Animalia
159747134	2480445	Haliaeetus pelagicus	2009	2023	Aves	Animalia
159747135	2480454	Haliaeetus vocifer	2009	2024	Aves	Animalia
159747123	2480514	Aquila rapax	1997	2017	Aves	Animalia
159747126	2480568	Buteo auguralis	NA	2009	Aves	Animalia
159747153	2480762	Pluvianus aegyptius	NA	1991	Aves	Animalia
213212584	2481066	Milvago chimachima	2020	2025	Aves	Animalia
159747166	2481092	Phalcoboenus megalopterus	NA	NA	Aves	Animalia
159747162	2481104	Phoeniconaias minor	NA	2008	Aves	Animalia
213212966	2481125	Larosterna inca	2020	2020	Aves	Animalia
159747348	2481875	Phalacrocorax auritus	NA	NA	Aves	Animalia
213212570	2481915	Ciconia abdimii	2020	2022	Aves	Animalia
159747357	2481936	Mycteria ibis	NA	2026	Aves	Animalia
159747334	2482478	Corvus albicollis	1990	1990	Aves	Animalia
159747335	2482499	Corvus splendens	NA	NA	Aves	Animalia
159747339	2484103	Chrysomus icterocephalus	NA	2006	Aves	Animalia
159747343	2484133	Quiscalus major	NA	2008	Aves	Animalia
159747235	2484608	Bombycilla japonica	NA	NA	Aves	Animalia
159747223	2484628	Vidua macroura	NA	NA	Aves	Animalia
159747228	2486131	Pycnonotus cafer	NA	2005	Aves	Animalia
159747229	2486147	Pycnonotus barbatus	2016	2016	Aves	Animalia
159747269	2488960	Oriolus auratus	2017	2017	Aves	Animalia
159747257	2489071	Lamprotornis chalybaeus	2007	2009	Aves	Animalia
159747259	2489073	Lamprotornis nitens	2018	2018	Aves	Animalia
159747239	2489362	Zosterops palpebrosus	1992	1992	Aves	Animalia
159747285	2490789	Turdus dissimilis	NA	NA	Aves	Animalia
159747277	2492196	Melospiza melodia	NA	2022	Aves	Animalia
159747323	2493447	Garrulax leucolophus	1973	1973	Aves	Animalia
213212766	2493618	Lonchura striata	2009	2025	Aves	Animalia
159747309	2493697	Amandava subflava	NA	NA	Aves	Animalia
159747307	2493739	Neochmia ruficauda	2009	2013	Aves	Animalia
159747184	2494066	Ploceus jacksoni	NA	2009	Aves	Animalia
159747185	2494070	Ploceus melanocephalus	NA	2024	Aves	Animalia
159747209	2494408	Mycerobas icterioides	2005	2005	Aves	Animalia
159747213	2494514	Carpodacus roseus	NA	2000	Aves	Animalia
159747216	2494536	Pyrrhula erythaca	2004	2004	Aves	Animalia
159747219	2494787	Rhodospiza obsoleta	NA	NA	Aves	Animalia
159746953	2495342	Oena capensis	NA	NA	Aves	Animalia
159746966	2495691	Streptopelia tranquebarica	NA	2022	Aves	Animalia
213213068	2495869	Columbina passerina	2021	2021	Aves	Animalia
213213006	2497341	Megascops kennicottii	2020	2020	Aves	Animalia
159746977	2497798	Ninox connivens	NA	NA	Aves	Animalia
213213001	2497828	Ninox boobook	2020	2020	Aves	Animalia
159747111	2498054	Pteronetta hartlaubii	NA	NA	Aves	Animalia
213212687	2498061	Anas zonorhyncha	2002	2021	Aves	Animalia
159747023	2498097	Anas castanea	NA	2025	Aves	Animalia
159747024	2498104	Anas gibberifrons	2011	2011	Aves	Animalia
159747018	2498109	Anas laysanensis	2012	2012	Aves	Animalia
213212683	2498177	Netta erythrophthalma	2021	2021	Aves	Animalia
159747040	2498283	Cairina moschata	NA	NA	Aves	Animalia
159747043	2498288	Coscoroba coscoroba	NA	2023	Aves	Animalia
213212733	2498325	Bucephala islandica	1990	1990	Aves	Animalia
159747073	2498345	Cygnus buccinator	2005	2005	Aves	Animalia
159747080	2498405	Dendrocygna eytoni	2000	2000	Aves	Animalia
182132858	2502805	Kontikia ventrolineata	2016	2018	NA	Animalia
152543192	2502938	Bipalium kewense	1906	2025	NA	Animalia
213212299	2513597	Entyloma dahliae	1905	1905	Exobasidiomycetes	Fungi
152543197	2513609	Entyloma calendulae	1900	2021	Exobasidiomycetes	Fungi
213212302	2513637	Entyloma eschscholziae	2014	2018	Exobasidiomycetes	Fungi
213212282	2514345	Puccinia helianthi-mollis	NA	NA	Pucciniomycetes	Fungi
213212278	2514415	Puccinia umbilici	NA	NA	Pucciniomycetes	Fungi
213212286	2514484	Puccinia soldanellae	NA	NA	Pucciniomycetes	Fungi
213212273	2514552	Puccinia smyrnii	NA	2024	Pucciniomycetes	Fungi
213212284	2514574	Puccinia subnitens	NA	NA	Pucciniomycetes	Fungi
152543181	2515351	Puccinia oxalidis	NA	2024	Pucciniomycetes	Fungi
213212264	2515591	Uromyces dianthi	NA	NA	Pucciniomycetes	Fungi
213212268	2515673	Uromyces hedysari-obscuri	NA	NA	Pucciniomycetes	Fungi
213212261	2515982	Uromyces croci	1876	1876	Pucciniomycetes	Fungi
152543166	2516117	Gymnosporangium confusum	1879	2025	Pucciniomycetes	Fungi
152543128	2557730	Sporisorium destruens	1899	2018	Ustilaginomycetes	Fungi
152543209	2627503	Batrachochytrium dendrobatidis	2018	2018	Rhizophydiomycetes	Fungi
152547190	2650180	Botrychium simplex	1908	1908	Polypodiopsida	Plantae
152547220	2650944	Rumohra adiantiformis	1993	1993	Polypodiopsida	Plantae
213213351	2653256	Ephedra intermedia	2006	2023	Gnetopsida	Plantae
152546489	2653321	Ephedra distachya	1842	2005	Gnetopsida	Plantae
213213353	2653389	Ephedra gerardiana	1999	2021	Gnetopsida	Plantae
152547185	2687948	Equisetum scirpoides	2007	2020	Polypodiopsida	Plantae
152547170	2700646	Juncus pallescens	1893	1911	Liliopsida	Plantae
152547172	2701118	Juncus subsecundus	1921	2025	Liliopsida	Plantae
152547171	2701304	Juncus radula	1916	2024	Liliopsida	Plantae
213212686	2701564	Juncus pallidus	2021	2023	Liliopsida	Plantae
152547166	2701618	Juncus imbricatus	1911	1911	Liliopsida	Plantae
182133353	2701879	Juncus striatus	2015	2024	Liliopsida	Plantae
152547001	2702519	Eriochloa pseudoacrotricha	1904	1959	Liliopsida	Plantae
152547002	2702527	Eriochloa procera	1899	1947	Liliopsida	Plantae
213212944	2702543	Dichanthelium clandestinum	1999	2001	Liliopsida	Plantae
152546996	2702798	Echinochloa esculenta	1948	2020	Liliopsida	Plantae
152547014	2702862	Ehrharta longiflora	1911	1911	Liliopsida	Plantae
152547018	2703077	Chasmanthium latifolium	1949	2025	Liliopsida	Plantae
152547009	2703240	Dinebra retroflexa	1994	1995	Liliopsida	Plantae
152546957	2703682	Bromus briziformis	1922	1922	Liliopsida	Plantae
152546958	2703686	Bromus marginatus	1930	1954	Liliopsida	Plantae
152546952	2703696	Bromus alopecuros	1958	1958	Liliopsida	Plantae
152546955	2703704	Bromus danthoniae	1954	1955	Liliopsida	Plantae
152546964	2703720	Bromus scoparius	1827	1954	Liliopsida	Plantae
152546959	2703731	Bromus brevis	1902	1949	Liliopsida	Plantae
152546960	2703733	Bromus lanceolatus	1888	2001	Liliopsida	Plantae
152546951	2703765	Bromus arenarius	1898	1898	Liliopsida	Plantae
182133530	2703776	Bromus polyanthus	1915	1915	Liliopsida	Plantae
213212831	2703867	Leptochloa decipiens	1911	1921	Liliopsida	Plantae
152546979	2703892	Enneapogon desvauxii	1912	1912	Liliopsida	Plantae
152546982	2704112	Bothriochloa decipiens	1947	1947	Liliopsida	Plantae
152546969	2704234	Poa alpina	1850	1850	Liliopsida	Plantae
152546974	2704341	Schismus barbatus	1836	2010	Liliopsida	Plantae
152547088	2704664	Eremopyrum bonaepartis	1954	1954	Liliopsida	Plantae
152547085	2704778	Sporobolus elongatus	1951	1951	Liliopsida	Plantae
152547105	2704966	Festuca valesiaca	1824	2020	Liliopsida	Plantae
152547097	2705066	Panicum hirticaule	1969	1969	Liliopsida	Plantae
152547098	2705092	Panicum coloratum	1901	1986	Liliopsida	Plantae
152547100	2705141	Panicum antidotale	1895	1950	Liliopsida	Plantae
213212823	2705287	Avena sterilis ludoviciana	1877	2005	Liliopsida	Plantae
152547066	2705341	Eragrostis atrovirens	1948	1948	Liliopsida	Plantae
152547067	2705350	Eragrostis plana	1911	1948	Liliopsida	Plantae
152547068	2705362	Eragrostis elongata	1911	1925	Liliopsida	Plantae
152547074	2705373	Eragrostis ciliaris	1897	1897	Liliopsida	Plantae
213213148	2705391	Eragrostis cylindriflora	1921	1921	Liliopsida	Plantae
152547072	2705393	Eragrostis parviflora	1887	2025	Liliopsida	Plantae
152547076	2705422	Eragrostis leptostachya	1911	1932	Liliopsida	Plantae
152547069	2705452	Eragrostis bahiensis	1921	1947	Liliopsida	Plantae
152547034	2705587	Paspalum paniculatum	1999	1999	Liliopsida	Plantae
152547020	2705737	Oplismenus hirtellus	1901	1901	Liliopsida	Plantae
213212983	2705828	Urochloa plantaginea	2006	2006	Liliopsida	Plantae
213212987	2705848	Urochloa mutica	1950	1950	Liliopsida	Plantae
213212985	2705854	Urochloa platyphylla	1992	2007	Liliopsida	Plantae
152547030	2705869	Urochloa panicoides	1949	2009	Liliopsida	Plantae
213212988	2705875	Urochloa ramosa	2018	2018	Liliopsida	Plantae
152547032	2705932	Axonopus fissifolius	1980	1980	Liliopsida	Plantae
152547027	2705957	Eleusine coracana	1947	2004	Liliopsida	Plantae
152547139	2706003	Phleum subulatum	1895	1953	Liliopsida	Plantae
152547152	2706067	Hordeum bulbosum	1889	1900	Liliopsida	Plantae
152547150	2706070	Hordeum pusillum	1893	1893	Liliopsida	Plantae
152547155	2706190	Dactyloctenium radulans	1887	1955	Liliopsida	Plantae
152547110	2706195	Milium vernale	1844	1948	Liliopsida	Plantae
152547115	2706277	Aristida adscensionis	1939	1947	Liliopsida	Plantae
152547128	2706301	Coix lacryma-jobi	1959	1989	Liliopsida	Plantae
152547133	2706457	Agrostis nebulosa	1881	1881	Liliopsida	Plantae
152547132	2706501	Agrostis castellana	1904	2008	Liliopsida	Plantae
152547131	2706526	Agrostis exarata	1990	1991	Liliopsida	Plantae
152546759	2708808	Fimbristylis dichotoma	1911	1911	Liliopsida	Plantae
152546752	2713519	Cyperus rigens	1949	1949	Liliopsida	Plantae
152546751	2713662	Cyperus aggregatus	1887	1887	Liliopsida	Plantae
213213191	2714166	Cyperus involucratus	1953	2018	Liliopsida	Plantae
152546750	2714233	Cyperus imbricatus	1947	2021	Liliopsida	Plantae
152546749	2714301	Cyperus conglomeratus	1947	1947	Liliopsida	Plantae
152546748	2714453	Cyperus cyperoides	2000	2000	Liliopsida	Plantae
152546747	2714656	Cyperus congestus	1886	2024	Liliopsida	Plantae
152546746	2714722	Cyperus reflexus	1887	2022	Liliopsida	Plantae
152546745	2714796	Cyperus difformis	1911	1947	Liliopsida	Plantae
152546756	2714818	Cyperus rotundus	1951	2009	Liliopsida	Plantae
152546757	2715206	Cyperus exaltatus	1911	1947	Liliopsida	Plantae
152546753	2716420	Cyperus virens	1947	1947	Liliopsida	Plantae
159747332	2717402	Eleocharis mamillata austriaca	2006	2020	Liliopsida	Plantae
213213178	2723909	Carex plantaginea	2020	2021	Liliopsida	Plantae
162644337	2725229	Carex agastachys	2017	2018	Liliopsida	Plantae
213212416	2739769	Colchicum lusitanum	2013	2021	Liliopsida	Plantae
152546606	2742119	Veratrum album	1835	1893	Liliopsida	Plantae
213212581	2763962	Commelina tuberosa	1999	2008	Liliopsida	Plantae
152546723	2764202	Commelina diffusa	1997	1997	Liliopsida	Plantae
152546724	2764337	Commelina obliqua	1999	2000	Liliopsida	Plantae
152546698	2767031	Agave americana	2007	2007	Liliopsida	Plantae
213212517	2768763	Asparagus aethiopicus	2020	2020	Liliopsida	Plantae
213212503	2772206	Muscari aucheri	2021	2021	Liliopsida	Plantae
152546634	2784401	Traunsteinera globosa	1812	1812	Liliopsida	Plantae
213212557	2805420	Spiranthes cernua	2021	2025	Liliopsida	Plantae
152546644	2856504	Allium fistulosum	1850	1949	Liliopsida	Plantae
213212546	2856681	Allium sativum	2018	2025	Liliopsida	Plantae
182133271	2856891	Allium karataviense	2019	2020	Liliopsida	Plantae
213212620	2866850	Arisaema dracontium	2017	2024	Liliopsida	Plantae
152546583	2868796	Zantedeschia albomaculata	2011	2025	Liliopsida	Plantae
213212629	2869301	Lysichiton camtschatcensis	2020	2022	Liliopsida	Plantae
213212605	2870049	Pinellia tripartita	2017	2020	Liliopsida	Plantae
213212609	2871376	Spirodela punctata	2015	2016	Liliopsida	Plantae
152546215	2874019	Aristolochia rotunda	1952	1952	Magnoliopsida	Plantae
152546263	2874024	Tuberaria guttata	1837	1985	Magnoliopsida	Plantae
213215624	2874512	Cucurbita ficifolia	2020	2021	Magnoliopsida	Plantae
152546101	2874692	Frankenia pulverulenta	1835	2022	Magnoliopsida	Plantae
152546098	2874701	Tamarix canariensis	1946	1946	Magnoliopsida	Plantae
213214848	2874702	Tamarix africana	2007	2007	Magnoliopsida	Plantae
213215616	2874718	Begonia semperflorens	2005	2016	Magnoliopsida	Plantae
213215364	2879411	Quercus suber	2019	2022	Magnoliopsida	Plantae
152545865	2888298	Moneses uniflora	1850	1949	Magnoliopsida	Plantae
152545869	2888310	Orthilia secunda	1901	2024	Magnoliopsida	Plantae
152546410	2888559	Hypecoum pendulum	1903	2004	Magnoliopsida	Plantae
213215410	2888796	Cephalaria syriaca	1891	2011	Magnoliopsida	Plantae
